Date,Time,Item Name,Category,Size,Quantity,Order Status,Ingredients,Price,Datetime
2024-08-05 00:00:00,22:00:00,Mix Sauce Pasta,Pasta,,1,Cancelld,"Pasta, Red Sauce, White Sauce, Veggies",258,2024-08-05 22:00:00
2024-08-06 00:00:00,11:00:00,Spicy Paneer,Burger,,3,Completed,"Paneer Patty, Spices, Onion",195,2024-08-06 11:00:00
2024-08-06 00:00:00,12:00:00,Margherita,Pizza,Medium,1,,Classic Cheese,298,2024-08-06 12:00:00
2024-08-06 00:00:00,12:00:00,Margherita,Pizza,Medium,1,,Classic Cheese,298,2024-08-06 12:00:00
2024-08-06 00:00:00,12:00:00,Margherita,Pizza,Medium,1,,Classic Cheese,298,2024-08-06 12:00:00
2024-08-06 00:00:00,14:00:00,Oreo Shake,Shake,,1,Completed,"Milk, Oreo, Chocolate",231,2024-08-06 14:00:00
2024-08-06 00:00:00,20:15:00,V3g3tabl3 Maggi3,Maggie,,1,Done,"Maggie, Vegetables, Spices",156,2024-08-06 20:15:00
2024-08-06 00:00:00,22:15:00,Spicy Paneer,Burger,,3,Completed,"Paneer Patty, Spices, Onion",195,2024-08-06 22:15:00
2024-08-06 00:00:00,22:15:00,Spicy Paneer,Burger,,3,Completed,"Paneer Patty, Spices, Onion",195,2024-08-06 22:15:00
2024-08-07 00:00:00,11:00:00,Paneer Special,Pizza,Small,1,Completed,"Cheese, Onion, Capsicum, Tomato, Paneer, Red Paprika",83,2024-08-07 11:00:00
2024-08-07 00:00:00,14:00:00,Paneer Special,Pizza,Small,1,Completed,"Cheese, Onion, Capsicum, Tomato, Paneer, Red Paprika",83,2024-08-07 14:00:00
2024-08-07 00:00:00,14:00:00,Paneer Special,Pizza,Small,1,Completed,"Cheese, Onion, Capsicum, Tomato, Paneer, Red Paprika",83,2024-08-07 14:00:00
2024-08-07 00:00:00,16:00:00,Veggie Overloaded,Pizza,Small,,,,147,2024-08-07 16:00:00
2024-08-07 00:00:00,17:30:00,Veggie Overloaded,Pizza,Small,,,,147,2024-08-07 17:30:00
2024-08-07 00:00:00,17:30:00,Veggie Overloaded,Pizza,Small,,,,147,2024-08-07 17:30:00
2024-08-07 00:00:00,22:30:00,Cho3main,Noodles,,1,Cancelld,"Noodles, Vegetables, Sauce",73,2024-08-07 22:30:00
2024-08-08 00:00:00,11:15:00,Double Trouble,Burger,,3,Completed,"Double Patty, Cheese, Onion",242,2024-08-08 11:15:00
2024-08-08 00:00:00,11:15:00,Double Trouble,Burger,,3,Completed,"Double Patty, Cheese, Onion",242,2024-08-08 11:15:00
2024-08-08 00:00:00,17:00:00,Double Trouble,Burger,,3,Completed,"Double Patty, Cheese, Onion",242,2024-08-08 17:00:00
2024-08-08 00:00:00,20:30:00,Aloo Tikki Wrap,Wrap,,2,Done,"Tikki, Onion, Sauce",140,2024-08-08 20:30:00
2024-08-09 00:00:00,11:00:00,Paneer Pizza,Pizza,,2,Completed,"Cheese, Paneer, Onion, Tomato",149,2024-08-09 11:00:00
2024-08-09 00:00:00,11:00:00,Paneer Pizza,Pizza,,2,Completed,"Cheese, Paneer, Onion, Tomato",149,2024-08-09 11:00:00
2024-08-09 00:00:00,11:00:00,Paneer Pizza,Pizza,,2,Completed,"Cheese, Paneer, Onion, Tomato",149,2024-08-09 11:00:00
2024-08-09 00:00:00,15:30:00,White Sauce Pasta,Pasta,,3,Pendng,"Pasta, White Sauce, Corn",,2024-08-09 15:30:00
2024-08-09 00:00:00,17:00:00,Herb Chili Potato,Burger,,2,Pendng,"Potato Patty, Herbs, Chili Flakes",300,2024-08-09 17:00:00
2024-08-09 00:00:00,19:30:00,Green Apple,Drink,,,Pendng,"Green Apple Syrup, Soda",172,2024-08-09 19:30:00
2024-08-09 00:00:00,20:45:00,Herb Chili Potato,Burger,,2,Pendng,"Potato Patty, Herbs, Chili Flakes",300,2024-08-09 20:45:00
2024-08-09 00:00:00,20:45:00,Herb Chili Potato,Burger,,2,Pendng,"Potato Patty, Herbs, Chili Flakes",300,2024-08-09 20:45:00
2024-08-10 00:00:00,11:00:00,Sandwich Cheese,Sandwich,,2,Cancelld,"Bread, Cheese, Butter",65,2024-08-10 11:00:00
2024-08-10 00:00:00,12:00:00,Sandwich,Burger,,,,Extra Cheese Slice,147,2024-08-10 12:00:00
2024-08-10 00:00:00,12:00:00,Sandwich,Burger,,,,Extra Cheese Slice,147,2024-08-10 12:00:00
2024-08-10 00:00:00,12:00:00,Sandwich,Burger,,,,Extra Cheese Slice,147,2024-08-10 12:00:00
2024-08-10 00:00:00,20:45:00,Cheese Balls,Appetizer,,3,Pendng,"Cheese, Coating, Spices",,2024-08-10 20:45:00
2024-08-11 00:00:00,11:00:00,OTC,Pizza,,4,Pendng,"Cheese, Onion, Tomato, Capsicum",293,2024-08-11 11:00:00
2024-08-11 00:00:00,12:30:00,Margherita,Pizza,,,Cancelld,Classic Cheese,239,2024-08-11 12:30:00
2024-08-11 00:00:00,12:30:00,Margherita,Pizza,,,Cancelld,Classic Cheese,239,2024-08-11 12:30:00
2024-08-11 00:00:00,12:30:00,Margherita,Pizza,,,Cancelld,Classic Cheese,239,2024-08-11 12:30:00
2024-08-11 00:00:00,15:30:00,OTC,Pizza,,4,Pendng,"Cheese, Onion, Tomato, Capsicum",293,2024-08-11 15:30:00
2024-08-11 00:00:00,15:30:00,OTC,Pizza,,4,Pendng,"Cheese, Onion, Tomato, Capsicum",293,2024-08-11 15:30:00
2024-08-11 00:00:00,17:00:00,Sandwich Ch33s3,Sandwich,,2,Done,"Bread, Cheese, Butter",287,2024-08-11 17:00:00
2024-08-11 00:00:00,20:45:00,High Five,Pizza,Small,3,Pendng,"Cheese, Onion, Capsicum, Tomato, Mushroom, Red Paprika",185,2024-08-11 20:45:00
2024-08-11 00:00:00,20:45:00,High Five,Pizza,Small,3,Pendng,"Cheese, Onion, Capsicum, Tomato, Mushroom, Red Paprika",185,2024-08-11 20:45:00
2024-08-11 00:00:00,20:45:00,High Five,Pizza,Small,3,Pendng,"Cheese, Onion, Capsicum, Tomato, Mushroom, Red Paprika",185,2024-08-11 20:45:00
2024-08-11 00:00:00,21:15:00,Paneer Wrap,Wrap,,2,Completed,"Paneer, Sauce, Onion",267,2024-08-11 21:15:00
2024-08-12 00:00:00,11:00:00,Veggie Delight,Pizza,Small,1,Done,"Cheese, Onion, Capsicum, Sweet Corn",258,2024-08-12 11:00:00
2024-08-12 00:00:00,13:45:00,Veggie Delight,Pizza,Small,1,Done,"Cheese, Onion, Capsicum, Sweet Corn",258,2024-08-12 13:45:00
2024-08-12 00:00:00,13:45:00,Veggie Delight,Pizza,Small,1,Done,"Cheese, Onion, Capsicum, Sweet Corn",258,2024-08-12 13:45:00
2024-08-12 00:00:00,16:00:00,Peri Peri Fries,Appetizer,,1,,"Potato, Peri Peri Masala",287,2024-08-12 16:00:00
2024-08-12 00:00:00,16:00:00,Herb Chili Potato,Burger,,3,Pendng,"Potato Patty, Herbs, Chili Flakes",86,2024-08-12 16:00:00
2024-08-12 00:00:00,19:00:00,Double Trouble,Burger,,1,Cancelld,"Double Patty, Cheese, Onion",242,2024-08-12 19:00:00
2024-08-12 00:00:00,19:00:00,Double Trouble,Burger,,1,Cancelld,"Double Patty, Cheese, Onion",242,2024-08-12 19:00:00
2024-08-12 00:00:00,19:00:00,Double Trouble,Burger,,1,Cancelld,"Double Patty, Cheese, Onion",242,2024-08-12 19:00:00
2024-08-12 00:00:00,19:30:00,Paneer Wrap,Wrap,,3,Completed,"Paneer, Sauce, Onion",59,2024-08-12 19:30:00
2024-08-12 00:00:00,22:15:00,Herb Chili Potato,Burger,,3,Pendng,"Potato Patty, Herbs, Chili Flakes",86,2024-08-12 22:15:00
2024-08-12 00:00:00,22:15:00,Herb Chili Potato,Burger,,3,Pendng,"Potato Patty, Herbs, Chili Flakes",86,2024-08-12 22:15:00
2024-08-13 00:00:00,16:00:00,Margherita,Pizza,,1,Pendng,Classic Cheese,42,2024-08-13 16:00:00
2024-08-13 00:00:00,16:00:00,Cheese Balls,Appetizer,,1,Cancelld,"Cheese, Coating, Spices",101,2024-08-13 16:00:00
2024-08-13 00:00:00,17:15:00,Spicy Supreme,Garlic Bread,,2,Done,"Bread, Garlic, Chili Flakes, Cheese",247,2024-08-13 17:15:00
2024-08-13 00:00:00,20:45:00,Margherita,Pizza,,1,Pendng,Classic Cheese,42,2024-08-13 20:45:00
2024-08-13 00:00:00,20:45:00,Margherita,Pizza,,1,Pendng,Classic Cheese,42,2024-08-13 20:45:00
2024-08-13 00:00:00,20:45:00,Kitkat Shake,Shake,,2,Pendng,"Milk, Kitkat, Chocolate",56,2024-08-13 20:45:00
2024-08-13 00:00:00,22:15:00,Choemain,Noodles,,1,Completed,"Noodles, Vegetables, Sauce",227,2024-08-13 22:15:00
2024-08-14 00:00:00,11:00:00,Veggie Overloaded,Pizza,Small,1,Cancelld,"Cheese, Onion, Capsicum, Mushroom, Red Paprika, Black Olives",291,2024-08-14 11:00:00
2024-08-14 00:00:00,12:45:00,Chocolate Shake,Shake,,3,Completed,"Milk, Chocolate Syrup",59,2024-08-14 12:45:00
2024-08-14 00:00:00,14:30:00,Cold Coffee,Drink,,3,Cancelld,"Coffee, Milk, Sugar",84,2024-08-14 14:30:00
2024-08-14 00:00:00,17:45:00,High Five,Pizza,Medium,2,Cancelld,"Cheese, Onion, Capsicum, Tomato, Mushroom, Red Paprika",222,2024-08-14 17:45:00
2024-08-14 00:00:00,17:45:00,High Five,Pizza,Medium,2,Cancelld,"Cheese, Onion, Capsicum, Tomato, Mushroom, Red Paprika",222,2024-08-14 17:45:00
2024-08-14 00:00:00,17:45:00,High Five,Pizza,Medium,2,Cancelld,"Cheese, Onion, Capsicum, Tomato, Mushroom, Red Paprika",222,2024-08-14 17:45:00
2024-08-14 00:00:00,21:45:00,Veggie Overloaded,Pizza,Small,1,Cancelld,"Cheese, Onion, Capsicum, Mushroom, Red Paprika, Black Olives",291,2024-08-14 21:45:00
2024-08-14 00:00:00,21:45:00,Veggie Overloaded,Pizza,Small,1,Cancelld,"Cheese, Onion, Capsicum, Mushroom, Red Paprika, Black Olives",291,2024-08-14 21:45:00
2024-08-14 00:00:00,21:45:00,Regular Fries,Appetizer,,2,,"Potato, Salt",43,2024-08-14 21:45:00
2024-08-15 00:00:00,11:00:00,Peri Peri Fries,Appetizer,,2,Completed,"Potato, Peri Peri Masala",194,2024-08-15 11:00:00
2024-08-15 00:00:00,11:15:00,Onion,Pizza,,2,Completed,"Cheese, Onion",276,2024-08-15 11:15:00
2024-08-15 00:00:00,11:15:00,Onion,Pizza,,2,Completed,"Cheese, Onion",276,2024-08-15 11:15:00
2024-08-15 00:00:00,11:15:00,Onion,Pizza,,2,Completed,"Cheese, Onion",276,2024-08-15 11:15:00
2024-08-15 00:00:00,14:15:00,OTC,Pizza,Small,1,,"Cheese, Onion, Tomato, Capsicum",,2024-08-15 14:15:00
2024-08-15 00:00:00,14:15:00,OTC,Pizza,Small,1,,"Cheese, Onion, Tomato, Capsicum",,2024-08-15 14:15:00
2024-08-15 00:00:00,14:15:00,OTC,Pizza,Small,1,,"Cheese, Onion, Tomato, Capsicum",,2024-08-15 14:15:00
2024-08-15 00:00:00,15:45:00,Cheese Balls,Appetizer,,1,Cancelld,"Cheese, Coating, Spices",117,2024-08-15 15:45:00
2024-08-15 00:00:00,17:00:00,Mojito Blast,Drink,,3,Completed,"Mint, Lemon, Ice, Soda",87,2024-08-15 17:00:00
2024-08-16 00:00:00,11:00:00,Margherita,Pizza,,2,Cancelld,Classic Cheese,278,2024-08-16 11:00:00
2024-08-16 00:00:00,15:00:00,Aloo Tikki Wrap,Wrap,,3,,"Tikki, Onion, Sauce",234,2024-08-16 15:00:00
2024-08-16 00:00:00,17:00:00,Margherita,Pizza,,2,Cancelld,Classic Cheese,278,2024-08-16 17:00:00
2024-08-16 00:00:00,17:00:00,Oreo Shake,Shake,,1,Completed,"Milk, Oreo, Chocolate",206,2024-08-16 17:00:00
2024-08-16 00:00:00,19:00:00,Margherita,Pizza,,2,Cancelld,Classic Cheese,278,2024-08-16 19:00:00
2024-08-17 00:00:00,14:30:00,Mint Mojito,Drink,,1,Completed,"Mint, Soda, Lime",293,2024-08-17 14:30:00
2024-08-17 00:00:00,16:15:00,Mojito Blast,Drink,,3,,"Mint, Lemon, Ice, Soda",73,2024-08-17 16:15:00
2024-08-18 00:00:00,11:00:00,Veg Popular,Burger,,1,Cancelld,"Veg Patty, Lettuce, Tomato",222,2024-08-18 11:00:00
2024-08-18 00:00:00,11:00:00,Aloo Tikki Wrap,Wrap,,1,Done,"Tikki, Onion, Sauce",191,2024-08-18 11:00:00
2024-08-18 00:00:00,11:00:00,Veg Popular,Burger,,1,Cancelld,"Veg Patty, Lettuce, Tomato",222,2024-08-18 11:00:00
2024-08-18 00:00:00,11:00:00,Corn,Pizza,Small,,Pendng,,268,2024-08-18 11:00:00
2024-08-18 00:00:00,14:00:00,Kitkat Shake,Shake,,1,Pendng,"Milk, Kitkat, Chocolate",298,2024-08-18 14:00:00
2024-08-18 00:00:00,17:00:00,Cheese Wrap,Garlic Bread,,1,,"Bread, Garlic, Cheese",147,2024-08-18 17:00:00
2024-08-18 00:00:00,20:00:00,Veg Popular,Burger,,1,Cancelld,"Veg Patty, Lettuce, Tomato",222,2024-08-18 20:00:00
2024-08-18 00:00:00,22:00:00,Corn,Pizza,Small,,Pendng,,268,2024-08-18 22:00:00
2024-08-18 00:00:00,22:00:00,Corn,Pizza,Small,,Pendng,,268,2024-08-18 22:00:00
2024-08-19 00:00:00,11:00:00,Vegetable Maggie,Maggie,,2,,"Maggie, Vegetables, Spices",59,2024-08-19 11:00:00
2024-08-19 00:00:00,16:00:00,Spicy Paneer,Burger,,3,Done,"Paneer Patty, Spices, Onion",184,2024-08-19 16:00:00
2024-08-19 00:00:00,19:00:00,Spicy Paneer,Burger,,3,Done,"Paneer Patty, Spices, Onion",184,2024-08-19 19:00:00
2024-08-19 00:00:00,19:00:00,Spicy Paneer,Burger,,3,Done,"Paneer Patty, Spices, Onion",184,2024-08-19 19:00:00
2024-08-19 00:00:00,20:15:00,Cold Coffee,Drink,,1,Cancelld,"Coffee, Milk, Sugar",218,2024-08-19 20:15:00
2024-08-20 00:00:00,11:00:00,Aloo Tikki Wrap,Wrap,,1,Pendng,"Tikki, Onion, Sauce",47,2024-08-20 11:00:00
2024-08-20 00:00:00,11:30:00,Corn,Pizza,Small,,,,150,2024-08-20 11:30:00
2024-08-20 00:00:00,11:30:00,Corn,Pizza,Small,,,,150,2024-08-20 11:30:00
2024-08-20 00:00:00,13:15:00,Veg Fingers,Appetizer,,1,Completed,"Veg Mix, Coating",77,2024-08-20 13:15:00
2024-08-20 00:00:00,16:30:00,Mojito Blast,Drink,,1,Completed,"Mint, Lemon, Ice, Soda",111,2024-08-20 16:30:00
2024-08-20 00:00:00,17:00:00,Corn,Pizza,Small,,,,150,2024-08-20 17:00:00
2024-08-21 00:00:00,11:00:00,Regular Fries,Appetizer,,1,,"Potato, Salt",231,2024-08-21 11:00:00
2024-08-21 00:00:00,11:15:00,Chili Garlic Pops,Appetizer,,3,Cancelld,"Potato, Garlic, Chili Flakes",212,2024-08-21 11:15:00
2024-08-22 00:00:00,11:00:00,Sandwich,Burger,,2,Done,Extra Cheese Slice,44,2024-08-22 11:00:00
2024-08-22 00:00:00,16:15:00,Sandwich,Burger,,2,Done,Extra Cheese Slice,44,2024-08-22 16:15:00
2024-08-22 00:00:00,17:00:00,Sandwich,Burger,,2,Done,Extra Cheese Slice,44,2024-08-22 17:00:00
2024-08-22 00:00:00,18:00:00,Country Feast,Pizza,,2,Cancelld,"Cheese, Onion, Capsicum, Tomato, Mushroom, Sweet Corn",256,2024-08-22 18:00:00
2024-08-22 00:00:00,18:00:00,Country Feast,Pizza,,2,Cancelld,"Cheese, Onion, Capsicum, Tomato, Mushroom, Sweet Corn",256,2024-08-22 18:00:00
2024-08-22 00:00:00,18:00:00,Country Feast,Pizza,,2,Cancelld,"Cheese, Onion, Capsicum, Tomato, Mushroom, Sweet Corn",256,2024-08-22 18:00:00
2024-08-23 00:00:00,14:15:00,Herb Chili Potato,Burger,,1,Done,,264,2024-08-23 14:15:00
2024-08-23 00:00:00,14:15:00,Herb Chili Potato,Burger,,1,Done,,264,2024-08-23 14:15:00
2024-08-23 00:00:00,14:15:00,Herb Chili Potato,Burger,,1,Done,,264,2024-08-23 14:15:00
2024-08-23 00:00:00,14:45:00,Mint Mojito,Drink,,1,Pendng,"Mint, Soda, Lime",177,2024-08-23 14:45:00
2024-08-23 00:00:00,15:15:00,Kitkat Shake,Shake,,,Cancelld,"Milk, Kitkat, Chocolate",171,2024-08-23 15:15:00
2024-08-23 00:00:00,21:45:00,Mix Sauce Pasta,Pasta,,2,Cancelld,"Pasta, Red Sauce, White Sauce, Veggies",138,2024-08-23 21:45:00
2024-08-24 00:00:00,16:15:00,Strawberry Shake,Shake,,1,Done,"Milk, Strawberry Syrup",279,2024-08-24 16:15:00
2024-08-24 00:00:00,21:15:00,Mix Sauce Pasta,Pasta,,2,Completed,"Pasta, Red Sauce, White Sauce, Veggies",270,2024-08-24 21:15:00
2024-08-24 00:00:00,22:00:00,Country Feast,Pizza,Small,3,,"Cheese, Onion, Capsicum, Tomato, Mushroom, Sweet Corn",198,2024-08-24 22:00:00
2024-08-24 00:00:00,22:00:00,Country Feast,Pizza,Small,3,,"Cheese, Onion, Capsicum, Tomato, Mushroom, Sweet Corn",198,2024-08-24 22:00:00
2024-08-24 00:00:00,22:00:00,Country Feast,Pizza,Small,3,,"Cheese, Onion, Capsicum, Tomato, Mushroom, Sweet Corn",198,2024-08-24 22:00:00
2024-08-25 00:00:00,11:00:00,Exotica,Pizza,,3,Cancelld,"Capsicum, Red Paprika, Jalapeno, Black Olives, Baby Corn",73,2024-08-25 11:00:00
2024-08-25 00:00:00,11:00:00,White Sauce Pasta,Pasta,,1,Completed,"Pasta, White Sauce, Corn",54,2024-08-25 11:00:00
2024-08-25 00:00:00,15:30:00,Exotica,Pizza,,3,Cancelld,"Capsicum, Red Paprika, Jalapeno, Black Olives, Baby Corn",73,2024-08-25 15:30:00
2024-08-25 00:00:00,15:30:00,Exotica,Pizza,,3,Cancelld,"Capsicum, Red Paprika, Jalapeno, Black Olives, Baby Corn",73,2024-08-25 15:30:00
2024-08-25 00:00:00,16:00:00,Green Apple,Drink,,1,Cancelld,"Green Apple Syrup, Soda",230,2024-08-25 16:00:00
2024-08-26 00:00:00,12:45:00,Sandwich Cheese,Sandwich,,1,Pendng,"Bread, Cheese, Butter",213,2024-08-26 12:45:00
2024-08-26 00:00:00,19:30:00,Mojito Blast,Drink,,1,Completed,"Mint, Lemon, Ice, Soda",177,2024-08-26 19:30:00
2024-08-27 00:00:00,18:00:00,Double Trouble,Burger,,3,,"Double Patty, Cheese, Onion",42,2024-08-27 18:00:00
2024-08-27 00:00:00,18:00:00,Double Trouble,Burger,,3,,"Double Patty, Cheese, Onion",42,2024-08-27 18:00:00
2024-08-27 00:00:00,18:00:00,Double Trouble,Burger,,3,,"Double Patty, Cheese, Onion",42,2024-08-27 18:00:00
2024-08-27 00:00:00,18:45:00,Regular Fries,Appetizer,,1,Cancelld,"Potato, Salt",57,2024-08-27 18:45:00
2024-08-27 00:00:00,22:15:00,Spicy Paneer,Burger,,2,Cancelld,,,2024-08-27 22:15:00
2024-08-27 00:00:00,22:15:00,Spicy Paneer,Burger,,2,Cancelld,,,2024-08-27 22:15:00
2024-08-27 00:00:00,22:15:00,Spicy Paneer,Burger,,2,Cancelld,,,2024-08-27 22:15:00
2024-08-28 00:00:00,14:00:00,Corn,Pizza,,3,Pendng,"Cheese, Corn",144,2024-08-28 14:00:00
2024-08-28 00:00:00,14:00:00,Corn,Pizza,,3,Pendng,"Cheese, Corn",144,2024-08-28 14:00:00
2024-08-28 00:00:00,14:00:00,Corn,Pizza,,3,Pendng,"Cheese, Corn",144,2024-08-28 14:00:00
2024-08-28 00:00:00,16:00:00,Cheese Wrap,Garlic Bread,,3,Completed,,41,2024-08-28 16:00:00
2024-08-28 00:00:00,16:00:00,Pan33r Sp3cial,Pizza,Small,2,Done,"Cheese, Onion, Capsicum, Tomato, Paneer, Red Paprika",211,2024-08-28 16:00:00
2024-08-28 00:00:00,17:00:00,Pan33r Pizza,Pizza,Small,1,Cancelld,"Cheese, Paneer, Onion, Tomato",281,2024-08-28 17:00:00
2024-08-28 00:00:00,17:00:00,Pan33r Pizza,Pizza,Small,1,Cancelld,"Cheese, Paneer, Onion, Tomato",281,2024-08-28 17:00:00
2024-08-28 00:00:00,17:00:00,Pan33r Pizza,Pizza,Small,1,Cancelld,"Cheese, Paneer, Onion, Tomato",281,2024-08-28 17:00:00
2024-08-28 00:00:00,17:45:00,Regular Fries,Appetizer,,1,Pendng,"Potato, Salt",172,2024-08-28 17:45:00
2024-08-28 00:00:00,22:45:00,Pan33r Sp3cial,Pizza,Small,2,Done,"Cheese, Onion, Capsicum, Tomato, Paneer, Red Paprika",211,2024-08-28 22:45:00
2024-08-28 00:00:00,22:45:00,Pan33r Sp3cial,Pizza,Small,2,Done,"Cheese, Onion, Capsicum, Tomato, Paneer, Red Paprika",211,2024-08-28 22:45:00
2024-08-29 00:00:00,11:00:00,Spicy Paneer,Burger,,1,Cancelld,"Paneer Patty, Spices, Onion",173,2024-08-29 11:00:00
2024-08-29 00:00:00,11:00:00,Spicy Paneer,Burger,,1,Cancelld,"Paneer Patty, Spices, Onion",173,2024-08-29 11:00:00
2024-08-29 00:00:00,11:00:00,Spicy Paneer,Burger,,1,Cancelld,"Paneer Patty, Spices, Onion",173,2024-08-29 11:00:00
2024-08-29 00:00:00,18:00:00,Country Feast,Pizza,,1,Pendng,"Cheese, Onion, Capsicum, Tomato, Mushroom, Sweet Corn",288,2024-08-29 18:00:00
2024-08-29 00:00:00,18:00:00,Country Feast,Pizza,,1,Pendng,"Cheese, Onion, Capsicum, Tomato, Mushroom, Sweet Corn",288,2024-08-29 18:00:00
2024-08-29 00:00:00,18:00:00,Country Feast,Pizza,,1,Pendng,"Cheese, Onion, Capsicum, Tomato, Mushroom, Sweet Corn",288,2024-08-29 18:00:00
2024-08-29 00:00:00,19:00:00,Sandwich Ch33s3,Sandwich,,1,Cancelld,,224,2024-08-29 19:00:00
2024-08-30 00:00:00,11:00:00,Veg Popular,Burger,,1,Done,"Veg Patty, Lettuce, Tomato",215,2024-08-30 11:00:00
2024-08-30 00:00:00,12:30:00,Veg Popular,Burger,,1,Done,"Veg Patty, Lettuce, Tomato",215,2024-08-30 12:30:00
2024-08-30 00:00:00,12:30:00,Veg Popular,Burger,,1,Done,"Veg Patty, Lettuce, Tomato",215,2024-08-30 12:30:00
2024-08-30 00:00:00,15:00:00,Paneer Wrap,Wrap,,2,Cancelld,"Paneer, Sauce, Onion",94,2024-08-30 15:00:00
2024-08-30 00:00:00,17:45:00,Strawberry Shake,Shake,,1,Done,"Milk, Strawberry Syrup",178,2024-08-30 17:45:00
